SPECIES_NR;LETTERCODE;ABBREVIAT;RANG;GRUPPE;GATT_NAME;FAMILY;Z_OEK_L;OEK_L;Z_OEK_T;OEK_T;Z_OEK_K;OEK_K;Z_OEK_F;OEK_F;WASSERREGI;Z_OEK_R;OEK_R;Z_OEK_N;OEK_N;Z_OEK_S;OEK_S;Z_OEK_TO;OEK_TO;Z_OEK_SU;OEK_SU;Z_OEK_SON;OEK_SON;Z_LF_LEB;LF_LEB;Z_LF_B;LF_B;WUCHS_1;WUCHS_2;WUCHS_3;Z_SZ_V_GR;SZ_VERH_GR;Z_SZ_V_K;SZ_VERH_K;Z_SZ_O;SZ_O;Z_SZ_V;SZ_V;Z_SZ_U;SZ_U;Arealforme;Vorkommen;HEMEROBIE;Gilde;Mahdvertra;Weidevertr;Trittvertr;Futterwert;FutterDamw;Waldart_D
24482;VRNCTRI;Veronica hederifolia subsp. triloba;SSP;S;Veronica;Scrophulariaceae;;6;;6;;3;;5;;;7;;7;;0;;;;;;;;T;;V;;;;;3;;0;;0;;0;;0;;;;;0;0;0;0;0;
24489;VRNCSAT;Veronica prostrata subsp. scheereri;SSP;S;Veronica;Scrophulariaceae;;8;;7;;6;;2;;;8;;1;;0;;;;;;;;C;;W;;;;;5;;3;;1;;0;;0;;;;;0;0;0;0;0;
24515;VICIPAR;Vicia parviflora;SPE;S;Vicia;Fabaceae;;7;;8;;2;;4;;;6;!;6;;0;;;;;;;;Tli;;S;;;;;3;;4;;0;;0;;0;;;bc;;0;0;0;0;0;
24551;VIOLO-A;Viola tricolor subsp. saxatilis;SSP;S;Viola;Violaceae;;8;;4;;0;;5;;;5;;4;;0;;;;;;;;H;;W;;;;;5;;4;;2;;2;;0;;;;;0;0;0;0;0;
24572;VSCMU-A;Viscum album subsp. abietis;SSP;S;Viscum;Viscaceae;;7;!;5;;3;-;0;;-;0;-;0;;0;;;;;;;;Zhp ep;;I;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24573;VSCMLAX;Viscum album subsp. austriacum;SSP;S;Viscum;Viscaceae;;7;;6;;3;-;0;;-;0;-;0;;0;;;;;;;;Zhp ep;;I;;;;;7;;3;;1;;1;;0;;;;;0;0;0;0;0;
24615;RUBSVAL;Rubus calvus;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;4;;4;;0;;;;;;;;n,li;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24617;RUBSCAM;Rubus camptostachys;SPE;S;Rubus;Rosaceae;;8;!;5;;2;;5;;x;0;x;0;;0;;;;;;;;z,li;;W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24619;RUBSTAN;Rubus canaliculatus;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;5;;4;;0;;;;;;;;n;;S;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24624;RUBSCIR;Rubus circipanicus;SPE;S;Rubus;Rosaceae;;8;;5;;5;;5;;;4;;5;;0;;;;;;;;n;;W;;;;!;8;!;5;!;1;!;1;!;2;temp.c2-3EUR;;;;0;0;0;0;0;
24626;RUBSCLU;Rubus clusii;SPE;S;Rubus;Rosaceae;;8;;6;;5;;5;;y;0;!;5;;0;;;;;;;;n;;W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24628;RUBSDON;Rubus confusidens;SPE;S;Rubus;Rosaceae;;8;;5;;1;;5;;;6;;5;;0;;;;;;;;n;;W;;;;;8;;6;;1;;1;;1;;;;;0;0;0;0;0;
24629;RUBSTON;Rubus conothyrsoides;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;3;;5;;0;;;;;;;;z,li;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24631;RUBSAON;Rubus contractipes;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;4;;4;;0;;;;;;;;n,li;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24633;RUBSIOR;Rubus cordiformis;SPE;S;Rubus;Rosaceae;;8;;5;;5;;5;;;6;!;5;;0;;;;;;;;z;;W,S;;;;;8;;6;;1;;1;;1;;;;;0;0;0;0;0;
24640;RUBSCRA;Rubus crassidens;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;5;;5;;0;;;;;;;;n;;W;;;;!;8;!;6;!;1;!;1;!;1;;;;;0;0;0;0;0;
24644;RUBSCUS;Rubus cuspidatus;SPE;S;Rubus;Rosaceae;;8;;6;;2;;5;;;7;;5;;0;;;;;;;;z;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24646;RUBSDAS;Rubus dasyphyllus;SPE;S;Rubus;Rosaceae;;8;;5;;1;;5;;;4;;5;;0;;;;;;;;z,li;;W;;;;!;8;!;5;!;1;!;1;!;2;temp.c1-2EUR;;;;0;0;0;0;0;
24648;RUBSDEC;Rubus decurrentispinus;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;;7;;5;;0;;;;;;;;z,li;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24650;RUBSRER;Rubus demissus nom. illeg.;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;5;;5;;0;;;;;;;;n,li;;S;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24652;RUBSDET;Rubus dethardingii;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;;7;;6;;0;;;;;;;;z,li;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24655;RUBSNIS;Rubus dissimulans;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;!;3;!;3;;0;;;;;;;;n,li;;S;;;;;8;;5;;1;;1;;0;;;;;0;0;0;0;0;
24657;RUBSRIS;Rubus distractus;SPE;S;Rubus;Rosaceae;;8;;4;;2;;5;;!;4;!;4;;0;;;;;;;;z,li;;W;;;;;8;;6;;3;;1;;0;;;;;0;0;0;0;0;
24659;RUBSDOL;Rubus dollnensis;SPE;S;Rubus;Rosaceae;;7;;5;;5;;5;;;5;;5;;0;;;;;;;;z,li;;S,W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24663;RUBSECH;Rubus echinosepalus;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;5;;5;;0;;;;;;;;z;;W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24664;RUBSIGR;Rubus egregiusculus;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;;7;;6;;0;;;;;;;;z,li;;W;;;;;8;;6;;1;;1;;0;??;;;;0;0;0;0;0;
24666;RUBSELA;Rubus elatior;SPE;S;Rubus;Rosaceae;;8;;6;;4;;5;;;6;;6;;0;;;;;;;;n;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24668;RUBSEPI;Rubus epipsilos;SPE;S;Rubus;Rosaceae;;7;;5;;3;;5;;!;6;;5;;0;;;;;;;;n,li;;W;;;;!;8;!;6;!;1;!;1;!;2;;;;;0;0;0;0;0;
24669;RUBSEUR;Rubus euryanthemus;SPE;S;Rubus;Rosaceae;;7;;5;;1;;5;;;5;;5;;0;;;;;;;;z,li;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24670;RUBSFAB;Rubus fabrimontanus;SPE;S;Rubus;Rosaceae;;7;;5;;4;;5;;!;3;;5;;0;;;;;;;;z,li;;W;;;;;8;;5;;1;;1;;0;temp/(demo).c2-3EUR;;;;0;0;0;0;0;
24671;RUBSFAS;Rubus fasciculatus;SPE;S;Rubus;Rosaceae;;8;;6;;4;;5;;;8;;6;;0;;;;;;;;n,li;;W;;;;;8;;6;;1;;1;;0;temp/(demo).c2-3EUR;;;;0;0;0;0;0;
24672;RUBSSAS;Rubus fasciculatiformis;SPE;S;Rubus;Rosaceae;;8;;6;;3;;5;;;8;;5;;0;;;;;;;;n,li;;W;;;;!;8;!;6;!;1;!;4;;0;;;;;0;0;0;0;0;
24673;RUBSFER;Rubus ferocior;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;x;0;!;5;;0;;;;;;;;z,li;;W;;;;;0;;0;;0;;0;;0;temp.c1-2EUR;;;;0;0;0;0;0;
24677;RUBSFIO;Rubus fioniae;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;;7;!;6;;0;;;;;;;;n,li;;W;;;;;8;;6;;1;;1;;0;ntemp.c2EUR;;;;0;0;0;0;0;
24678;RUBSFIR;Rubus firmus;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;6;;5;;0;;;;;;;;z;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24682;RUBSFLA;Rubus flaccidus;SPE;S;Rubus;Rosaceae;;8;;6;;2;;5;;;7;;5;;0;;;;;;;;n;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24684;RUBSFRA;Rubus franconicus;SPE;S;Rubus;Rosaceae;;8;;5;;4;;5;;;6;;5;;0;;;;;;;;z,li;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24685;RUBSFRI;Rubus frisicus;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;!;5;!;5;;0;;;;;;;;z;;W;;;;!;8;!;5;!;1;!;1;;0;;;;;0;0;0;0;0;
24694;RUBSGAL;Rubus galeatus;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;5;;5;;0;;;;;;;;n;;W;;;;!;6;!;6;!;1;!;1;!;1;;;;;0;0;0;0;0;
24695;RUBSDLA;Rubus glandisepalus;SPE;S;Rubus;Rosaceae;;7;;4;;2;;5;;;4;;5;;0;;;;;;;;z;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24701;RUBSGON;Rubus goniophorus;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;;7;;5;;0;;;;;;;;n;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24702;RUBSGOT;Rubus gothicus;SPE;S;Rubus;Rosaceae;;8;;5;;4;;5;;;7;;6;;0;;;;;;;;n,li;;W;;;;;8;;6;;1;;1;;0;temp.c2-3EUR;;;;0;0;0;0;0;
24705;RUBSIRA;Rubus gracilis subsp. gracilis;SSP;S;Rubus;Rosaceae;;8;;5;;5;;5;;;5;;5;;0;;;;;;;;n;;W;;;;;0;!;6;!;3;!;1;;0;;;;;0;0;0;0;0;
24706;RUBSUNS;Rubus gracilis subsp. insularis;SSP;S;Rubus;Rosaceae;;8;;5;;2;;5;;;5;;6;;0;;;;;;;;n;;W;;;;;8;;6;;1;;1;;1;;;;;0;0;0;0;0;
24709;RUBSHOL;Rubus grossus;SPE;S;Rubus;Rosaceae;;8;;6;;4;;4;;;7;;6;;0;;;;;;;;n,li;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24712;RUBSHAD;Rubus hadracanthos;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;7;;6;;0;;;;;;;;n,li;;W;;;;;8;;6;;1;;1;;0;temp/(demo).c2-3EUR;;;;0;0;0;0;0;
24713;RUBSHAE;Rubus haesitans;SPE;S;Rubus;Rosaceae;;8;;5;;4;;5;;;7;;6;;0;;;;;;;;n,li;;W;;;;;8;;6;;1;;1;;0;??;;;;0;0;0;0;0;
24715;RUBSRAS;Rubus hastifer;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;5;;4;;0;;;;;;;;n;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24719;RUBSHEV;Rubus hevellicus;SPE;S;Rubus;Rosaceae;;8;;5;;5;;5;;;7;;6;;0;;;;;;;;n,li;;W;;;;;8;;6;;1;;1;;0;temp.c3EUR;;;;0;0;0;0;0;
24720;RUBSOIR;Rubus hirsutior;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;5;;4;;0;;;;;;;;z;;W;;;;!;8;!;5;!;1;!;1;!;2;;;;;0;0;0;0;0;
24723;RUBSHIS;Rubus histriculus;SPE;S;Rubus;Rosaceae;;8;;4;;2;;6;;;4;;4;;0;;;;;;;;z;;W;;;;;8;;5;;1;;1;;0;;;;;0;0;0;0;0;
24725;RUBSHOR;Rubus horridus;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;!;6;;5;;0;;;;;;;;n,li;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24728;RUBSHYS;Rubus hystricopsis;SPE;S;Rubus;Rosaceae;;8;;5;;2;;6;;;3;;4;;0;;;;;;;;z,li;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24731;RUBSIGN;Rubus ignoratus;SPE;S;Rubus;Rosaceae;;7;;4;;2;;5;;;4;;5;;0;;;;;;;;z;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24732;RUBSIUV;Rubus ignoratiformis;SPE;S;Rubus;Rosaceae;;7;;4;;2;;5;;;4;;5;;0;;;;;;;;z;;W;;;;!;8;!;5;!;1;!;1;!;2;;;;;0;0;0;0;0;
24734;RUBSIMI;Rubus imitans;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;4;;5;;0;;;;;;;;z;;W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24737;RUBSINC;Rubus incisior;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;4;;4;;0;;;;;;;;z,li;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24745;RUBSLAE;Rubus laevicaulis;SPE;S;Rubus;Rosaceae;;8;;5;;1;;5;;;3;;4;;0;;;;;;;;n;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24746;RUBSLAM;Rubus lamprocaulos;SPE;S;Rubus;Rosaceae;;8;;5;;4;;5;;;2;!;3;;0;;;;;;;;n,li;;W;;;;;8;;5;;1;;1;;0;temp.c2-3EUR;;;;0;0;0;0;0;
24747;RUBSLAS;Rubus lasiandrus;SPE;S;Rubus;Rosaceae;;8;;5;;1;;5;;;4;;4;;0;;;;;;;;n;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24749;RUBSLAT;Rubus latiarcuatus;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;5;;4;;0;;;;;;;;n;;W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24757;RUBSLEU;Rubus leucandrus subsp. leucandrus;SSP;S;Rubus;Rosaceae;;7;;5;;2;;5;;;4;;4;;0;;;;;;;;n;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24758;RUBSCEU;Rubus leuciscanus;SPE;S;Rubus;Rosaceae;;8;;5;;5;;5;;;6;;6;;0;;;;;;;;z;;W,S;;;;!;8;!;6;!;1;!;1;;0;temp.c2-3EUR;;;;0;0;0;0;0;
24761;RUBSLIV;Rubus lividus;SPE;S;Rubus;Rosaceae;;7;;4;;3;;5;;;4;;4;;0;;;;;;;;z;;W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24762;RUBSLOB;Rubus lobatidens;SPE;S;Rubus;Rosaceae;;8;;5;;5;;5;;;5;;5;;0;;;;;;;;z,li;;W;;;;!;8;!;6;!;1;!;1;!;1;temp.c2-3EUR;;;;0;0;0;0;0;
24766;RUBSLUM;Rubus luminosus;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;6;!;6;;0;;;;;;;;z,li;;W;;;;;8;;6;;1;;1;;0;??;;;;0;0;0;0;0;
24768;RUBSCAC;Rubus macer;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;5;;5;;0;;;;;;;;z,n;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24770;RUBSNAR;Rubus marianus;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;5;;4;;0;;;;;;;;n;;W;;;;!;8;!;5;!;1;!;1;!;2;;;;;0;0;0;0;0;
24771;RUBSIAX;Rubus maximiformis;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;5;;5;;0;;;;;;;;z,li;;W,S;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24773;RUBSMIC;Rubus micans;SPE;S;Rubus;Rosaceae;;8;;6;;1;;5;;;6;;5;;0;;;;;;;;n;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24777;RUBSMOL;Rubus mollis;SPE;S;Rubus;Rosaceae;;9;;7;;5;;4;;;8;;6;;0;;;;;;;;z,li;;W;;;;;8;;6;;1;;4;;0;;;;;0;0;0;0;0;
24778;RUBSMON;Rubus montanus;SPE;S;Rubus;Rosaceae;;8;;6;;4;;5;;;7;;5;;0;;;;;;;;n;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24782;RUBSMOU;Rubus mougeotii;SPE;S;Rubus;Rosaceae;;8;;6;;3;;5;;;7;;6;;0;;;;;;;;n,li;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24788;RUBSMUE;Rubus muenteri;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;;4;;5;;0;;;;;;;;n;;W;;;;;8;;5;;1;;1;;2;temp.c2-3EUR;;;;0;0;0;0;0;
24789;RUBSMYR;Rubus myricae;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;;4;!;4;;0;;;;;;;;z,li;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24791;RUBSNEM;Rubus nemoralis;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;3;;4;;0;;;;;;;;n;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24792;RUBSSEM;Rubus nemorosus;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;x;0;x;0;;0;;;;;;;;z,li;;W;;;;;0;;0;;0;;0;;0;;;omb;;0;0;0;0;0;
24793;RUBSOEM;Rubus nemorosoides;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;4;;5;;0;;;;;;;;n,li;;W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24794;RUBSNES;Rubus nessensis subsp. nessensis;SSP;S;Rubus;Rosaceae;;7;;5;;4;;6;;;2;;3;;0;;;;;;;;n;;S;;;;;8;;5;;1;;2;;0;;;;;0;0;0;0;0;
24795;RUBSECI;Rubus nessensis subsp. scissoides nom. inval.;SSP;S;Rubus;Rosaceae;;7;;5;;4;;6;;;2;;3;;0;;;;;;;;n;;S;;;;;8;;5;;1;;2;;0;;;;;0;0;0;0;0;
24796;RUBSNEU;Rubus neumannianus;SPE;S;Rubus;Rosaceae;!;8;;5;;2;;5;;;4;;5;;0;;;;;;;;n,li;;W;;;;!;8;!;5;!;1;!;1;!;2;;;;;0;0;0;0;0;
24809;RUBSORT;Rubus orthostachys;SPE;S;Rubus;Rosaceae;;8;;6;;4;;5;;;8;;5;;0;;;;;;;;n,li;;S,W;;;;;8;;6;;1;;1;;2;;;;;0;0;0;0;0;
24810;RUBSCRT;Rubus orthostachyoides;SPE;S;Rubus;Rosaceae;;8;;7;;5;;5;;;7;;6;;0;;;;;;;;z,li;;W;;;;;8;;6;;1;;1;;2;;;;;0;0;0;0;0;
24812;RUBSPED;Rubus pedemontanus;SPE;S;Rubus;Rosaceae;;7;;5;;4;;5;;;3;;4;;0;;;;;;;;z;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24813;RUBSSER;Rubus pervirescens;SPE;S;Rubus;Rosaceae;!;8;;5;;2;;5;;;5;!;4;;0;;;;;;;;z;;W;;;;!;8;!;5;!;1;!;1;!;2;temp/(mo).c2EUR;;;;0;0;0;0;0;
24816;RUBSOHY;Rubus phylloglotta;SPE;S;Rubus;Rosaceae;;8;!;4;;2;;5;;!;6;!;5;;0;;;;;;;;z;;W;;;;!;8;!;6;!;1;!;1;!;1;;;;;0;0;0;0;0;
24818;RUBSPIC;Rubus picticaulis;SPE;S;Rubus;Rosaceae;;8;;4;;2;;6;;;4;;4;;0;;;;;;;;z;;S,W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24822;RUBSILA;Rubus placidus;SPE;S;Rubus;Rosaceae;;8;;5;;4;;5;;!;4;;5;;0;;;;;;;;n,li;;W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24826;RUBSPRA;Rubus praestans;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;6;!;5;;0;;;;;;;;n;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24828;RUBSPRU;Rubus pruinosus;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;;6;;5;;0;;;;;;;;n,li;;S,W;;;;;8;;6;;1;;1;;0;temp.c1-3EUR;;;;0;0;0;0;0;
24829;RUBSUSE;Rubus pseudoinfestus;SPE;S;Rubus;Rosaceae;;7;;4;;3;;5;;;5;!;4;;0;;;;;;;;z;;W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24830;RUBSHSE;Rubus pseudothyrsanthus;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;;6;;5;;0;;;;;;;;n;;S,W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24835;RUBSEAD;Rubus raduloides;SPE;S;Rubus;Rosaceae;;8;;5;;1;;5;;;7;;5;;0;;;;;;;;n;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24838;RUBSRHY;Rubus rhytidophyllus;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;5;;6;;0;;;;;;;;n,li;;W;;;;!;8;!;6;!;1;!;1;!;1;;;;;0;0;0;0;0;
24840;RUBSROT;Rubus rotundifoliatus;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;!;6;;5;;0;;;;;;;;n,li;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24845;RUBSLCH;Rubus schlechtendaliiformis;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;5;;5;;0;;;;;;;;n;;W;;;;!;8;!;5;!;1;!;1;!;2;;;;;0;0;0;0;0;
24847;RUBSRCH;Rubus schnedleri;SPE;S;Rubus;Rosaceae;;8;;5;;4;;5;;;6;;5;;0;;;;;;;;n;;W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24852;RUBSSIE;Rubus siekensis;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;3;;5;;0;;;;;;;;n;;W;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24853;RUBSSLE;Rubus slesvicensis;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;6;;6;;0;;;;;;;;n,li;;W;;;;;8;;6;;1;;1;;2;;;;;0;0;0;0;0;
24854;RUBSSOR;Rubus sorbicus;SPE;S;Rubus;Rosaceae;;7;;5;;4;!;5;;!;3;;4;;0;;;;;;;;n;;S,W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24856;RUBSCPR;Rubus sprengeliusculus;SPE;S;Rubus;Rosaceae;;8;;5;;4;;5;;;6;;5;;0;;;;;;;;n;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24857;RUBSSTE;Rubus stereacanthos;SPE;S;Rubus;Rosaceae;;8;!;5;;3;;5;;!;4;;4;;0;;;;;;;;n;;W;;;;;0;;0;;0;;0;;0;temp.c1-2EUR;;;;0;0;0;0;0;
24858;RUBSSTO;Rubus stormanicus;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;;5;;5;;0;;;;;;;;z;;W;;;;!;8;!;5;!;1;!;1;!;2;??;;;;0;0;0;0;0;
24862;RUBSINS;Rubus subcordatus;SPE;S;Rubus;Rosaceae;;7;;5;;2;;5;;;6;;5;;0;;;;;;;;n,z;;W;;;;!;8;!;6;!;3;!;1;;0;;;;;0;0;0;0;0;
24866;RUBSSYL;Rubus sylvulicola;SPE;S;Rubus;Rosaceae;;7;!;6;;4;;5;;!;6;!;6;;0;;;;;;;;z;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24870;RUBSTHE;Rubus thelybatos;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;y;0;;5;;0;;;;;;;;n;;W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24871;RUBSTIL;Rubus tiliaster;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;;5;;5;;0;;;;;;;;z;;W;;;;;0;;0;;0;;0;;0;temp.c1-2EUR;;;;0;0;0;0;0;
24878;RUBSVAN;Rubus vaniloquus;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;!;4;;5;;0;;;;;;;;n,li;;W,S;;;;;8;;5;;1;;1;;2;;;;;0;0;0;0;0;
24881;RUBSAFF;Rubus vigorosus;SPE;S;Rubus;Rosaceae;;8;;5;;2;;5;;;3;;4;;0;;;;;;;;n;;S,W;;;;;8;;5;;1;;1;;2;temp.c1-3EUR;;;;0;0;0;0;0;
24882;RUBSVIL;Rubus villarsianus;SPE;S;Rubus;Rosaceae;;7;;5;;3;;5;;;5;;5;;0;;;;;;;;z;;S;;;;!;8;!;6;!;3;!;1;;0;;;;;0;0;0;0;0;
24884;RUBSVIS;Rubus viscosus;SPE;S;Rubus;Rosaceae;;7;;5;;1;;5;;y;0;!;5;;0;;;;;;;;z;;W;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24885;RUBSOCA;Rubus visurgianus;SPE;S;Rubus;Rosaceae;;8;;6;;4;;5;;;7;;5;;0;;;;;;;;p,li;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24888;RUBSWAH;Rubus wahlbergii;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;;6;;5;;0;;;;;;;;n,li;;W;;;;;8;;6;;1;;1;;0;ntemp.c2-3EUR;;;;0;0;0;0;0;
24889;RUBSWAL;Rubus walsemannii;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;;6;;6;;0;;;;;;;;n,li;;W;;;;;8;;6;;1;;1;;0;temp.c2-3EUR;;;;0;0;0;0;0;
24890;RUBSWES;Rubus wessbergii;SPE;S;Rubus;Rosaceae;;8;;5;;3;;5;;!;7;!;6;;0;;;;;;;;z;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24893;RUBSXIP;Rubus xiphophorus;SPE;S;Rubus;Rosaceae;;8;;5;;4;;5;;;6;;6;;0;;;;;;;;z,li;;W;;;;;8;;6;;1;;1;;0;;;;;0;0;0;0;0;
24905;GLBDARG;Lamium argentatum;SPE;S;Lamium;Lamiaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;temp.c1-3EUR;;;;0;0;0;0;0;K2.1
24906;ALLMCAR;Allium carinatum subsp. carinatum;SSP;S;Allium;Alliaceae;;8;;5;;4;;3;~;;8;;2;;0;;;;;;;;G;!;S;;;;;5;;3;;0;;0;;0;;;;;0;0;0;0;0;
24914;CNTRE-S;Centaurea stoebe subsp. stoebe;SSP;S;Centaurea;Asteraceae;;8;;7;;6;;2;;;8;;3;;0;;;;;;;;H;;S;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24917;STLLAQU;Stellaria aquatica;SPE;S;Stellaria;Caryophyllaceae;;7;;5;;3;;8;=;!;7;;8;;0;;;;;;;;G,H;;W;;;;!;3;!;5;!;2;;0;;0;;N;omb;K;4;4;4;3;0;K2.1
24918;SYMPOFF;Symphytum officinale subsp. officinale;SSP;S;Symphytum;Boraginaceae;;7;;6;;3;;7;;x;0;;8;;0;;;;;;;;H,G;;S;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
24919;TPHRTEN;Tephroseris tenuifolia;SPE;S;Tephroseris;Asteraceae;;8;;3;;4;;6;;;8;;8;;0;;;;;;;;H;;S;;;;;3;;5;;3;;3;;0;;;;;0;0;0;0;0;
