name,A1,A10,A100,A101,A102,A103,A104,A105,A106,A107,A108,A109,A11,A110,A111,A112,A113,A114,A115,A116,A117,A12,A121,A122,A123,A124,A125,A126,A13,A14,A15,A16,A17,A18,A2,A22,A23,A24,A25,A26,A27,A28,A29,A3,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A4,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A5,A50,A51,A52,A53,A54,A58,A59,A6,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A7,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A8,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A9,A90,A91,A92,A93,A94,A95,A96,A97,A98,A99
Acer campestre,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,2,0.5,0,0,0,0.5,0,0,0,0.5,0,2,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0
Acer negundo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
Acer platanoides,0.5,0.5,0.5,0,0.5,0,0,0.5,0,2,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
Acer pseudoplatanus,0.5,0.5,10,10,0.5,40,0.5,10,0.5,20,2,0.5,2,0.5,0.5,4,2,0.5,0.5,0.5,0.5,4,0.5,20,0.5,0.5,2,0.5,10,40,0.5,4,4,2,0,10,10,0.5,0.5,0.5,4,4,20,0,0.5,4,4,4,2,2,0.5,4,10,4,0.5,4,0,0.5,0.5,0.5,20,0.5,2,2,0.5,4,2,4,2,0,0.5,10,2,0.5,0.5,0,0.5,0.5,0.5,2,0,0,0.5,2,0.5,0,0.5,2,4,0.5,0.5,2,0,0,0.5,0,0.5,30,2,2,0.5,0,0.5,0.5,0,0,2,0,0.5,0,0.5,0.5,0,0,0.5,0,0
Aconitum napellus,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0.5,0,0.5,0.5,0,0,0,0.5,2,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,2,0,0.5,0.5,0,0.5,2,4,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,2,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
Adoxa moschata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aegopodium podagraria,0,0.5,0,0.5,0.5,0.5,10,20,0,2,0,4,0,10,4,4,10,10,10,2,10,4,10,10,20,20,10,30,4,20,4,4,10,4,40,0.5,10,4,30,2,10,4,10,0.5,20,4,2,10,2,10,0,10,10,10,0.5,4,4,10,0.5,10,4,0,20,10,4,0,4,4,10,0,0,10,20,2,10,10,20,0.5,10,4,4,0.5,20,0.5,0.5,4,0.5,10,2,4,10,0,0,0,2,0.5,10,4,30,2,20,0.5,0,0.5,0,0,4,0,10,0.5,0.5,0,4,0.5,0,0,0
Agrostis canina,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajuga reptans,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Alliaria petiolata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allium ursinum,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,4,30,0.5,4,0,0,30,0,0,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,90,0,0,0,0,10,20,0.5,0,0,20,0.5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,4,2,4,0,0,0,10,0,90,70,4,90,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0.5,0
Alnus glutinosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,20
Alnus incana,0.5,0,0,0,2,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,4,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,4,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0,20
Alopecurus pratensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anemone narcissiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anemone nemorosa,0.5,0,4,20,0,4,4,4,0.5,2,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,2,2,2,0.5,2,0.5,0.5,2,10,0.5,0,0.5,2,0.5,4,2,2,0,0.5,0.5,0.5,0.5,4,0.5,0.5,2,0.5,2,0.5,0.5,10,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,2,0.5,0.5,2,10,0.5,0.5,2,4,0.5,0.5,0.5,10,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,2,0.5,0.5,0.5,0.5,0,0,2,0.5,2,10,2,0.5,10,0.5,0,0,0,0.5,0.5,0,2,0.5,0.5,0,0.5,0,0.5,0,0
Anemone ranunculoides,0,0,0.5,0.5,0,4,4,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,2,2,0.5,0,2,0.5,0.5,2,4,0.5,2,0.5,2,0.5,4,0.5,2,0,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,10,0.5,4,0,2,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,2,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,2,0.5,0,10,2,0,10,0,0.5,0,0,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0
Angelica sylvestris,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0
Anomodon viticulosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquilegia vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
Arctium lappa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arctium nemorosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arctium tomentosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arum maculatum,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asarum europaeum,2,0,0.5,2,0,2,2,2,0.5,0.5,0.5,2,0,2,2,4,10,2,10,10,2,2,4,4,4,2,2,10,0,4,10,0,2,2,2,4,0.5,2,4,0.5,0.5,2,0.5,2,2,2,2,4,0.5,4,0,0.5,0.5,10,2,2,4,0.5,2,2,0.5,0.5,0,0.5,4,2,2,2,4,2,0,4,2,4,0.5,2,4,2,0,0,0,0.5,0,0,0.5,0,0.5,0.5,4,0.5,0,0.5,0,0,0.5,4,2,2,2,2,2,0,0,0,0,0,2,0.5,0,0,0,0,0.5,0,0,0,0
Astragallus glyciphyllos,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berberis vulgaris,0,0,0.5,2,4,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachypodium pinnatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachythecium rutabulum,0,0,0,0,0,0,0,0,0.5,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachypodium sylvestris,10,2,0.5,4,10,2,0.5,0.5,0.5,10,4,2,0.5,2,0.5,0.5,10,30,2,0.5,4,2,0.5,2,4,2,0.5,2,10,0.5,10,2,2,4,4,0.5,10,10,0.5,2,0.5,0.5,20,2,2,0.5,2,0.5,20,0.5,0.5,2,20,2,4,4,10,20,0.5,2,20,2,0.5,10,10,20,4,10,0.5,4,2,2,0.5,10,0.5,0.5,2,0,0.5,0.5,0.5,0.5,0.5,2,4,4,4,10,2,20,10,2,0,0,20,0.5,2,2,2,20,0.5,0.5,10,0.5,0.5,0.5,4,0.5,10,10,10,10,20,10,0.5,0,0
Bromus ramosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calamagrostis epigejos,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Calliergonella cuspidata,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0.5,2,4,0.5,2,2,0.5,0
Calystegium sepium,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5
Campanula trachelium,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cardamine amara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carduus personata,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,2,2,0.5,0.5,0,0.5,4,0.5,0.5,0,10,0.5,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,10,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,4,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0
Cardamine pratensis agg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex acutiformis,0,0.5,0,0,0.5,0,0,0.5,2,4,20,0.5,0,0,0.5,2,0.5,0.5,0.5,0.5,2,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0,0,0,2,0,0,0.5,0.5,0.5,10,0,0,0.5,2,0,0.5,0,0,10,0,0,0.5,0.5,0,0,0.5,0,4,0,0.5,0.5,10,0,0,0,0,0.5,0,0,0.5,0,0,0,0.5,0,0,0,20,0,0.5,0,0,0,0.5,4,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,2,0,0,0.5,0,0,0.5,0,0.5,10,0,0.5,0,0.5,0,0.5,4,0,0
Carex alba,2,0,10,30,4,0.5,10,10,0,0.5,0,0.5,0.5,0.5,0,0,0,0.5,4,0.5,0,20,20,20,2,20,10,4,4,2,10,30,20,10,0.5,0,2,20,0.5,0,0,0,0,0,2,4,0,0.5,0.5,2,0,30,2,10,10,20,30,0.5,4,0,0,0,0,0,2,10,4,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,4,10,0.5,4,10,0,0,0,0,0,0.5,0,10,0,0,4,0,0,0,0,0
Carex digitata,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex flacca,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex flava agg.,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex gracilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex otrubae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex riparia,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,30,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0,0,0,0,0,2,0.5,0,2,0,0.5,0,0,0,0.5,0,2,0,0,0,0,0.5,10,10
Carex sylvatica,0.5,4,0,0,0.5,0.5,0.5,0.5,0.5,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,20,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,4,0.5,0.5,0.5,0.5,0.5,20,2,0.5,0,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0,0.5,0,0,0.5,4,0.5,0,0.5,0,0.5,0.5,2,0,0,0.5,0,0.5,0.5,2,0.5,0.5,2,2,2,0,0,0.5,0.5,0.5,4,0.5,0.5,0.5,0,0,0,0
Carex tomentosa,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carpinus betulus,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
