"sla" "height" "sm" "log_sla" "log_height" "log_sm"
"Echinochloa crus-galli" 28.08666667 0.575 2.334769231 3.33529496800144 -0.553385238184787 0.847913055829962
"Ophrys insectifera" 28.1 0.2 NA 3.3357695763397 -1.6094379124341 NA
"Arabis hirsuta" 28.1 0.323333333 0.097907692 3.3357695763397 -1.12907149718375 -2.32373016256277
"Silene linicola" 28.13 0.43 2.419 3.33683662250177 -0.843970070294529 0.88335423162789
"Malva alcea" 28.14 0.65 3.9 3.33719205168624 -0.430782916092454 1.3609765531356
"Lathyrus odoratus" 28.235 0.8 73.804 3.3405623431248 -0.22314355131421 4.30141293067964
"Ribes rubrum" 28.23620401 1.3 9.162 3.34060498468066 0.262364264467491 2.21506449546455
"Alisma lanceolatum" 28.2483828 0.275 0.3843 3.34103620993614 -1.29098418131557 -0.956331781411339
"Matteuccia struthiopteris" 28.25038086 0.9 NA 3.34110693927148 -0.105360515657826 NA
"Arrhenatherum elatius" 28.25383018 1.275 3.079493333 3.34122902999502 0.242946178610389 1.12476508118077
"Sparganium emersum" 28.3 0.2 12.842375 3.34286180464919 -1.6094379124341 2.55275025000454
"Fumaria muralis" 28.3 0.725 3.088 3.34286180464919 -0.321583624127462 1.12752363216253
"Datura stramonium" 28.30328967 1.375 9.033733333 3.34297804064971 0.318453731118535 2.2009657186431
"Dactylorhiza sambucina" 28.33 0.16 NA 3.34392131384243 -1.83258146374831 NA
"Anagallis foemina" 28.35 0.1425 0.4472 3.34462703017376 -1.94841327927343 -0.804749357141248
"Convolvulus arvensis" 28.38623134 0.2626 12.4924 3.34590421563601 -1.33712331711344 2.5251204594013
"Ononis spinosa" 28.41 0.275 4.951107692 3.3467411958661 -1.29098418131557 1.59961132770806
"Artemisia annua" 28.41666667 0.95 0.03 3.34697582761282 -0.0512932943875506 -3.50655789731998
"Galanthus nivalis" 28.45 0.14 6.392 3.34814816057234 -1.96611285637283 1.85504720846397
"Urtica dioica" 28.48 0.875 0.179769231 3.34920208654377 -0.133531392624523 -1.71608130062112
"Drosera intermedia" 28.51 0.035 0.0288 3.35025490292458 -3.35240721749272 -3.54737989184024
"Stachys recta" 28.535 0.325 1.708 3.35113140398867 -1.1239300966524 0.535323095366378
"Fumaria officinalis" 28.53800866 0.6 3.092028571 3.35123683596338 -0.510825623765991 1.12882737098003
"Vicia tenuifolia" 28.575 0.9 24.28 3.35253220968087 -0.105360515657826 3.1896529661913
"Primula vulgaris" 28.6 0.115 1.13632 3.35340671782581 -2.16282315061889 0.127794970772586
"Cannabis sativa" 28.6 1.2 6.4 3.35340671782581 0.182321556793955 1.85629799036563
"Puccinellia distans" 28.6 NA 0.237125 3.35340671782581 NA -1.43916785072696
"Bryonia dioica" 28.615 3 12.59404647 3.35393105586107 1.09861228866811 2.53322419991205
"Orchis purpurea" 28.62 0.2825 NA 3.3541057741283 -1.26407672839564 NA
"Mentha longifolia" 28.635 0.725 0.064 3.35462974584582 -0.321583624127462 -2.74887219562247
"Veronica scutellata" 28.66629633 0.166666667 0.473757143 3.35572208878102 -1.79175946722806 -0.747060445126607
"Atropa bella-donna" 28.675 1 1.05905 3.35602566301543 0 0.0573722798578703
"Juncus tenageia" 28.68 0.115 0.016 3.35620001573142 -2.16282315061889 -4.13516655674236
"Melica nutans" 28.725 0.225 2.492059259 3.35776782373482 -1.49165487677772 0.913109380337498
"Festuca gigantea" 28.73333333 0.975 2.8575 3.35805788888553 -0.0253178079842899 1.04994711668683
"Sambucus racemosa" 28.75111111 3.125 32.5 3.35867641380092 1.13943428318836 3.48124008933569
"Corrigiola litoralis" 28.76333333 0.11375 0.275866667 3.35910142773622 -2.17375222115108 -1.28783762057055
"Panicum capillare" 28.77233333 NA 0.427 3.35941427715975 NA -0.850971265753513
"Aegopodium podagraria" 28.79662879 0.558333333 1.680933333 3.36025832438755 -0.582799123988095 0.519349194508565
"Muscari botryoides" 28.82 0.15 3.37 3.36106959057138 -1.89711998488588 1.21491274436427
"Pulicaria vulgaris" 28.84487971 0.385 0.119757 3.36193249748002 -0.954511944694353 -2.12229058928472
"Phacelia tanacetifolia" 28.86 0.575 1.199 3.36245655334572 -0.553385238184787 0.181487876045377
"Lonicera alpigena" 28.86 1.05 35.014 3.36245655334572 0.048790164169432 3.55574798151074
"Polygonum aviculare" 28.87778152 1.1375 1.82 3.36307249389952 0.128832871842968 0.598836501088704
"Daphne mezereum" 28.91561489 0.7625 43.9 3.36438175681724 -0.27115277050057 3.78191432008113
"Teesdalia nudicaulis" 28.95 0.126666667 0.288448485 3.365570204019 -2.06619631229824 -1.24323877050312
"Stellaria graminea" 28.95006535 0.308333333 0.335673333 3.3655724613567 -1.1765738312189 -1.09161681514875
"Convallaria majalis" 28.96700855 0.15 133.758175 3.36615754618031 -1.89711998488588 4.8960335054036
"Bidens cernua" 28.99 0.4775 1.0205 3.36695094293356 -0.739191119061352 0.0202927032677624
"Bupleurum rotundifolium" 29 0.3 3.33075 3.36729582998647 -1.20397280432594 1.20319750385818
"Campanula persicifolia" 29 0.4 0.0706 3.36729582998647 -0.916290731874155 -2.65072513448294
"Kickxia spuria" 29.03333333 0.263333333 0.3755 3.36844459507554 -1.334334623455 -0.979496807777948
"Epipactis helleborine" 29.038 NA 0.004 3.3686053170615 NA -5.52146091786225
"Bromus racemosus" 29.04 0.77 5.443507407 3.3686741899566 -0.261364764134408 1.6944235970436
"Bromus squarrosus" 29.06 0.4325 2.257 3.36936265814214 -0.838172952610203 0.814036497835399
"Euphrasia nemorosa" 29.11 0.35 0.16968 3.37108175775753 -1.04982212449868 -1.77384096872571
"Festuca altissima" 29.15 0.75 0.720389375 3.3724549127965 -0.287682072451781 -0.327963414539794
"Athyrium distentifolium" 29.16 0.53 NA 3.37279790714046 -0.63487827243597 NA
"Linnaea borealis" 29.16166667 0.155 0.87 3.37285506154278 -1.86433016206289 -0.139262067333508
"Hieracium amplexicaule" 29.19 0.175 0.820785714 3.37382618486602 -1.74296930505862 -0.19749320968786
"Myagrum perfoliatum" 29.2 0.24 20.88 3.37416870927424 -1.42711635564015 3.03879176301444
"Anagallis arvensis" 29.21666667 0.12875 0.49056 3.37473932281322 -2.04988273943829 -0.712207683298688
"Eupatorium cannabinum" 29.226 1 0.32999 3.37505872405246 0 -1.10869292801106
"Poa palustris" 29.27822435 0.8175 0.15525 3.37684404347005 -0.201504376210729 -1.86271855816855
"Veronica peregrina" 29.28666667 0.108333333 0.0316 3.37713234999334 -2.22254238839743 -3.45459815838927
"Calendula arvensis" 29.33 0.15 3.585 3.37861088298936 -1.89711998488588 1.27675847405158
"Rumex acetosa" 29.33806409 0.505 0.944641667 3.37888578860201 -0.683196849706777 -0.0569496117582677
"Carex punctata" 29.34 0.14 1.014228571 3.37895177271484 -1.96611285637283 0.0141282949541822
"Viola odorata" 29.35 0.2375 2.256533333 3.37929254627411 -1.43758765550744 0.813829712167837
"Melampyrum arvense" 29.36 0.308333333 14.0926 3.37963320374631 -1.1765738312189 2.64564983692145
"Myosotis arvensis" 29.38 0.23 0.2927 3.38031417074573 -1.46967597005894 -1.2286070852843
"Lolium remotum" 29.38 0.67 4.284 3.38031417074573 -0.400477566597125 1.4548871525855
"Scrophularia umbrosa" 29.415 0.641666667 0.084966667 3.38150474831642 -0.443686320408882 -2.46549625234507
"Oenanthe aquatica" 29.43754444 0.6 2.7778 3.38227088141456 -0.510825623765991 1.02165924749998
"Juncus sphaerocarpus" 29.44 0.09 0.01 3.38235429386068 -2.40794560865187 -4.60517018598809
"Taraxacum sect. Ruderalia " 29.46707676 0.166666667 0.655541667 3.38327359807321 -1.79175946722806 -0.422293412581174
"Valeriana tripteris" 29.485 0.26 NA 3.38388165945247 -1.34707364796661 NA
"Senecio sylvaticus" 29.5 0.375 0.241066667 3.38439026334577 -0.980829253011726 -1.42268175718954
"Prunella vulgaris" 29.54545455 0.123333333 0.688757143 3.38592990968521 -2.09286456471468 -0.372866547606903
"Erodium moschatum" 29.66333333 0.425 1.00548 3.38991171508829 -0.85566611005772 0.00546503943105827
"Myosotis sylvatica" 29.68 0.216666667 0.53825 3.39047341829918 -1.5293952032221 -0.619432142737665
"Pulmonaria officinalis" 29.695 0.15 3.64 3.39097868146782 -1.89711998488588 1.29198368164865
"Rumex obtusifolius" 29.71154415 0.508333333 1.155 3.39153566220671 -0.676617879264472 0.144100343973757
"Alisma plantago-aquatica" 29.725 0.325 0.382625 3.39198844257685 -1.1239300966524 -0.960699881716561
"Lathyrus tuberosus" 29.73666667 0.65 33.38633333 3.39238085236968 -0.430782916092454 3.50814663450844
"Nigella damascena" 29.74 0.3875 2.1095 3.39249294103201 -0.948039430188735 0.746450952582256
"Anthoxanthum odoratum" 29.76711689 0.165 0.62875 3.39340432418395 -1.80180980508156 -0.464021557568188
"Epilobium parviflorum" 29.775 0.433333333 0.079411111 3.39366911524136 -0.836248024969849 -2.53311698349161
"Stachys arvensis" 29.8 0.15 0.7227 3.39450839351136 -1.89711998488588 -0.324761080693202
"Spirodela polyrhiza" 29.81 0.0075 NA 3.39484390768998 -4.89285225843987 NA
"Senecio vulgaris" 29.82 0.2 0.269 3.39517930933659 -1.6094379124341 -1.3130438993803
"Rumex longifolius" 29.9 0.733333333 3.09515 3.39785848039664 -0.310154928758385 1.12983637022872
"Lysimachia nummularia" 29.93559897 0.45 0.5 3.39904837319668 -0.798507696217772 -0.693147180559945
"Mentha aquatica" 29.96375 0.383333333 0.12832381 3.39998831770548 -0.958850347162516 -2.0531984439082
"Viola reichenbachiana" 30.005 0.12 2.0248 3.40136403444148 -2.12026353620009 0.705470930248777
"Capsella bursa-pastoris" 30.01848073 0.126666667 0.098515455 3.40181321633039 -2.06619631229824 -2.31754183955887
"Zostera noltii" 30.05 NA NA 3.40286266098122 NA NA
"Lolium multiflorum" 30.0625 0.325 2.9086 3.40327854786598 -1.1239300966524 1.06767186576147
"Cnicus benedictus" 30.07 0.35 29.89233333 3.40352799700044 -1.04982212449868 3.39760203714999
"Cirsium oleraceum" 30.07802553 0.8 2.592333333 3.4037948563022 -0.22314355131421 0.952558370916112
"Cerastium pumilum" 30.13 0.045 0.0662 3.40552135314221 -3.10109278921182 -2.71507481603917
"Heracleum mantegazzianum" 30.14 4 12.37366667 3.40585319319835 1.38629436111989 2.51557055881159
"Rorippa amphibia" 30.16038619 0.625 1.873 3.406529347766 -0.470003629245736 0.627541423461951
"Linum catharticum" 30.16375 0.116666667 0.153873684 3.40664087228059 -2.14843441030964 -1.87162324691052
"Carex pallescens" 30.18 0.325 1.252583333 3.4071794533397 -1.1239300966524 0.225208085096972
"Valerianella dentata" 30.195 0.176666667 0.94 3.40767634775986 -1.73349055921729 -0.0618754037180875
"Lysimachia nemorum" 30.2 0.3 0.3788 3.40784192438082 -1.20397280432594 -0.970746917670214
"Epilobium obscurum" 30.2 0.516666667 0.0678 3.40784192438082 -0.660357357091793 -2.69119308403579
"Symphytum tuberosum" 30.24333333 0.258333333 6.2392857 3.40927577440321 -1.35350453958722 1.83086570467517
"Duchesnea indica" 30.28 NA 0.323666667 3.41048742856925 NA -1.12804109832906
"Valeriana dioica" 30.3 0.18 0.79918 3.41114771251532 -1.71479842809193 -0.224169076985949
"Thlaspi caerulescens" 30.3 0.2325 0.391261111 3.41114771251532 -1.45886505395473 -0.938380138808965
"Tamus communis" 30.3 2.25 16.754 3.41114771251532 0.810930216216329 2.81863703573162
"Carex digitata" 30.31 0.1 1.445 3.41147769106971 -2.30258509299405 0.368109321564396
"Medicago arabica" 30.33666667 0.308333333 1.8786 3.41235710203103 -1.1765738312189 0.630526818578278
"Conringia orientalis" 30.35 0.265 1.995 3.41279651750551 -1.32802545299591 0.690644050341827
"Silene rupestris" 30.36 0.14 0.074 3.41312595252743 -1.96611285637283 -2.60369018577797
"Artemisia absinthium" 30.36459198 0.825 0.106057778 3.41327719207829 -0.192371892647456 -2.24377125789805
"Gentianella uliginosa" 30.38 0.066666667 0.1332 3.41378449716763 -2.70805019610221 -2.01590352087585
"Lappula squarrosa" 30.41 0.3075 1.3 3.41477150168927 -1.17928019173556 0.262364264467491
"Sagittaria sagittifolia" 30.426 0.42 1.557833333 3.41529750604094 -0.867500567704723 0.443295966758419
"Centaurium littorale" 30.43 0.101666667 0.01784 3.41542896390888 -2.28605578776415 -4.02631215183027
"Tragopogon porrifolius" 30.43 0.57 13.99113333 3.41542896390888 -0.562118918153541 2.6384237954034
"Anthemis ruthenica" 30.55 0.325 NA 3.4193646856176 -1.1239300966524 NA
"Pulicaria dysenterica" 30.55 0.45 0.0895 3.4193646856176 -0.798507696217772 -2.41351665370133
"Carex ornithopoda" 30.58 NA 0.7596 3.42034620050092 NA -0.274963300044006
"Cynodon dactylon" 30.63 0.11 0.13925 3.42197992084468 -2.20727491318972 -1.97148440017474
"Cephalanthera damasonium" 30.63 0.35 0.005 3.42197992084468 -1.04982212449868 -5.29831736654804
"Thelypteris palustris" 30.705 0.55 NA 3.42442550778136 -0.59783700075562 NA
"Apera interrupta" 30.74 0.1325 0.15 3.42556473811045 -2.02117263355586 -1.89711998488588
"Ranunculus aquatilis" 30.76124209 0.02 NA 3.4262555238612 -3.91202300542815 NA
"Filago pyramidata" 30.77 0.1475 0.050563333 3.42654018933395 -1.91392710320226 -2.98452860963906
"Ophrys sphegodes" 30.8 0.135 NA 3.42751468997953 -2.00248050054371 NA
"Misopates orontium" 30.855 0.343333333 0.15686 3.42929881177303 -1.06905348739744 -1.85240159119762
"Carex sylvatica" 30.9 0.425 1.663953846 3.4307561839037 -0.85566611005772 0.509196605235499
"Nepeta cataria" 30.9 0.566666667 0.57968 3.4307561839037 -0.567984037017704 -0.54527905183537
"Sanicula europaea" 30.95 0.275 2.873210714 3.4323729991306 -1.29098418131557 1.0554301201549
"Bromus grossus" 30.96 0.2 4.775 3.43269604872153 -1.6094379124341 1.56339397393269
"Galeopsis tetrahit" 30.99333333 0.35 4.347911111 3.43377212748678 -1.04982212449868 1.46969552539773
"Smyrnium perfoliatum" 31.01 0.65 11.96786667 3.43430973311236 -0.430782916092454 2.48222528062862
"Bryonia alba" 31.01 3 15.039 3.43430973311236 1.09861228866811 2.71064682694948
"Helianthus tuberosus" 31.05 1.75 NA 3.43559880837949 0.559615787935423 NA
"Mentha pulegium" 31.13 0.166666667 0.077032 3.43817198445352 -1.79175946722806 -2.56353435904415
"Hydrocotyle vulgaris" 31.18428571 0.2125 0.36 3.43991430479353 -1.54881329061767 -1.02165124753198
"Anthriscus sylvestris" 31.19209586 0.733333333 4.304266667 3.44016472489948 -0.310154928758385 1.45960677888627
"Arabidopsis suecica" 31.21 0.145 NA 3.44073855628269 -1.93102153656156 NA
"Anthoxanthum aristatum" 31.22 0.161666667 0.324206667 3.44105891508729 -1.82221867465091 -1.12637410542563
"Crepis biennis" 31.23333333 0.575 1.3082 3.44148590046954 -0.553385238184787 0.268652146544975
"Hieracium alpinum" 31.2685 0.1 1.014 3.44261120101954 -2.30258509299405 0.0139029051689914
"Agrostis stolonifera" 31.32948575 NA 0.047775 3.44455969084918 NA -3.0412527888558
"Primula auricula" 31.35 0.125 0.274125 3.44521426707893 -2.07944154167984 -1.29417107224408
"Trifolium repens" 31.44304093 0.35 0.590026667 3.44817768457588 -1.04982212449868 -0.5275875447987
"Bidens frondosa" 31.45395231 0.525 8.660971429 3.44852464488502 -0.644357016390513 2.15882689053271
"Bidens radiata" 31.52 0.575 1.8375 3.45062226498968 -0.553385238184787 0.608405952104855
"Doronicum pardalianches" 31.55 0.575 0.27 3.45157358898722 -0.553385238184787 -1.30933331998376
"Cardaminopsis petraea" 31.59 0.075 0.1 3.45284061481399 -2.59026716544583 -2.30258509299405
"Arnoseris minima" 31.6 0.035 0.379 3.45315712059287 -3.35240721749272 -0.970219073899711
"Lamium maculatum" 31.62 0.375 1.608533333 3.45378983178133 -0.980829253011726 0.475322790516107
"Triglochin palustre" 31.65 0.2 0.608285714 3.45473814859019 -1.6094379124341 -0.49711058305373
"Staphylea pinnata" 31.655 5 484.4 3.45489611399609 1.6094379124341 6.18291101167894
"Valerianella locusta" 31.7 0.135 0.738755556 3.45631668088323 -2.00248050054371 -0.302788189477928
"Silene armeria" 31.75 0.31 0.129733333 3.4578927253387 -1.17118298150295 -2.04227421990777
"Ludwigia palustris" 31.755 0.12 0.045 3.45805019325494 -2.12026353620009 -3.10109278921182
"Ranunculus ficaria" 31.7875 0.116666667 1.938133333 3.45907313074824 -2.14843441030964 0.661725310379618
"Bromus sterilis" 31.86777778 0.375 7.4854 3.46159539835461 -0.980829253011726 2.01295445665748
"Anthemis arvensis" 31.88 0.285 0.7576725 3.46197885392201 -1.25526609871349 -0.27750404475123
"Vicia tetrasperma" 31.89649669 0.375 3.197666667 3.46249618212987 -0.980829253011726 1.16242137727194
"Calla palustris" 31.95049345 0.15 2.7265 3.46418762514872 -1.89711998488588 1.00301873538398
"Claytonia sibirica" 31.98 0.2125 0.891818182 3.46511070740581 -1.54881329061767 -0.114492999017225
"Cornus mas" 31.98 3.5 487.5333333 3.46511070740581 1.25276296849537 6.18935866410037
"Cerastium alpinum" 32.135 0.125 0.277866667 3.46994577882325 -2.07944154167984 -1.28061389545153
"Callitriche stagnalis" 32.22333333 NA 0.080533333 3.47269082770496 NA -2.51908410572866
"Primula elatior" 32.30175397 0.11 0.452 3.47512153123107 -2.20727491318972 -0.794073099149906
"Valeriana officinalis" 32.335 0.525 0.942 3.47615023489856 -0.644357016390513 -0.059750004405774
"Filago minima" 32.445 0.125 0.025341 3.47954634807313 -2.07944154167984 -3.67533164156867
"Tropaeolum majus" 32.492 0.99 NA 3.48099390518871 -0.0100503358535015 NA
"Epilobium alpestre" 32.53 0.65 0.219 3.48216274048526 -0.430782916092454 -1.51868354916564
"Bidens tripartita" 32.5320169 0.525 2.43494 3.4822247397929 -0.644357016390513 0.889922115573883
"Hippuris vulgaris" 32.54333333 0.225 0.83865 3.48257253446704 -1.49165487677772 -0.175961822841373
"Leucojum vernum" 32.57 0.1 12.0404 3.48339161928814 -2.30258509299405 2.48826766192018
"Ranunculus hederaceus" 32.6 0.205 NA 3.48431228837266 -1.58474529984373 NA
"Rumex maritimus" 32.65459547 0.625 0.2308625 3.48598559528218 -0.470003629245736 -1.46593298378011
"Radiola linoides" 32.665 0.03875 0.01185 3.48630416829271 -3.25062452318278 -4.435427411401
"Geranium robertianum" 32.68285714 0.216666667 1.453258333 3.48685069395479 -1.5293952032221 0.373808161627267
"Aethusa cynapium" 32.728 0.441666667 1.69492 3.4882309806271 -0.817199828475207 0.527635542078452
"Polygonatum odoratum" 32.86640685 0.3 264.3043333 3.49245106773682 -1.20397280432594 5.57710121685987
"Arabidopsis thaliana" 32.9 0.133333333 0.02088 3.49347265777133 -2.01490302304226 -3.8689635159677
"Picris echioides" 32.92666667 0.425 0.702727273 3.4942828665456 -0.85566611005772 -0.352786409810942
"Pastinaca sativa" 32.93333333 0.6 3.903142857 3.4944853159845 -0.510825623765991 1.36178208937338
"Myosotis rehsteineri" 32.96 0.03 NA 3.49529470504127 -3.50655789731998 NA
"Valerianella carinata" 32.96666667 0.176666667 0.542 3.49549695006167 -1.73349055921729 -0.612489277542491
"Anthriscus caucalis" 32.97833333 0.36 1.1758 3.49585078007522 -1.02165124753198 0.161948766986017
"Galium uliginosum" 33.018 0.266666667 0.3986 3.49705286730568 -1.32175583873232 -0.919796871203443
"Papaver rhoeas" 33.07 0.3675 0.109333333 3.4986265269937 -1.00103196032925 -2.21335396231488
"Carex divulsa" 33.1 0.275 1.575371429 3.49953328238302 -1.29098418131557 0.454491072411068
"Maianthemum bifolium" 33.12717949 0.125 46.8332 3.50035407806646 -2.07944154167984 3.84659235312655
"Parietaria judaica" 33.16666667 0.3125 0.200185714 3.50154535559694 -1.16315080980568 -1.60850977328852
"Avena sterilis" 33.18 0.27 59.232 3.5019472847623 -1.30933331998376 4.08146193639109
"Veronica anagallis-aquatica" 33.2 0.308333333 0.042066667 3.50254987592244 -1.1765738312189 -3.1684996096192
"Hesperis matronalis" 33.205 0.3525 2.3288 3.50270046699268 -1.04270465672981 0.845353113449277
"Arum maculatum" 33.26 0.2425 72.64325333 3.50435547376478 -1.4167535686046 4.28556052032207
"Hordeum secalinum" 33.26666667 0.325 3.682538462 3.50455589474951 -1.1239300966524 1.30360231383507
"Euphorbia dulcis" 33.27 0.3 2.121 3.50465609003039 -1.20397280432594 0.751887675582545
"Milium effusum" 33.35 0.625 1.137 3.50705777236163 -0.470003629245736 0.128393214768399
"Fallopia dumetorum" 33.37333333 1.875 3.3956 3.50775717779558 0.628608659422374 1.22248047588168
"Saxifraga granulata" 33.56666667 0.166666667 0.030126667 3.51353351115571 -1.79175946722806 -3.50234455260272
"Trifolium spadiceum" 33.57 0.2 0.854 3.51363281099194 -1.6094379124341 -0.157824085193567
"Myosotis nemorosa" 33.58 0.415 NA 3.51393065164939 -0.879476758751439 NA
"Epilobium palustre" 33.614 0.275 0.08145 3.51494264685437 -1.29098418131557 -2.50776594393408
"Veronica triphyllos" 33.63 0.091666667 0.40815 3.51541852575218 -2.38959646634731 -0.896120525084772
"Sedum rubens" 33.72 0.07 0.022 3.51809113313365 -2.65926003693278 -3.81671282562382
"Berula erecta" 33.73 0.475 0.69945 3.51838764907356 -0.744440474947496 -0.357460967059697
"Wahlenbergia hederacea" 33.8 0.04 0.0251 3.52046080248897 -3.2188758248682 -3.6848874328444
"Cardamine impatiens" 33.8 0.358333333 0.278133333 3.52046080248897 -1.02629162801872 -1.27965466516215
"Euphorbia helioscopia" 33.83333333 0.2 2.44 3.52144650971521 -1.6094379124341 0.89199803930511
"Rorippa sylvestris" 33.90333333 0.283333333 0.093922222 3.52351333787108 -1.26113121934236 -2.3652882647495
"Bupleurum tenuissimum" 33.91 0.208333333 1.20885 3.52370995613755 -1.56861591951385 0.189669494456493
"Glyceria declinata" 33.96 0.29 1.220666667 3.52518336144315 -1.23787435600162 0.199397157857284
"Trifolium resupinatum" 33.97 0.14 0.681666667 3.52547778217249 -1.96611285637283 -0.383214498684347
"Physalis alkekengi" 33.99 0.625 1.558 3.52606636370802 -0.470003629245736 0.443402947448557
"Lathyrus palustris" 34.01 0.716666667 17.62266667 3.5266545990191 -0.333144446063422 2.8691859524166
"Holcus lanatus" 34.03550705 0.325 0.406916667 3.52740430468816 -1.1239300966524 -0.899146863889309
"Hypochaeris glabra" 34.05 0.1725 0.623514 3.52783003259552 -1.75735804251072 -0.472384060224796
"Galium palustre" 34.14 0.435 0.9095 3.53046971736629 -0.832409247893453 -0.0948602810239601
"Ribes spicatum" 34.14114649 1.25 NA 3.53050329881766 0.22314355131421 NA
"Potamogeton nodosus" 34.1675 0.02 NA 3.53127489985682 -3.91202300542815 NA
"Ranunculus sceleratus" 34.17333333 0.258333333 0.130333333 3.53144561273022 -1.35350453958722 -2.03766001022243
"Cyperus flavescens" 34.21 0.1425 0.1585 3.53251799898951 -1.94841327927343 -1.8420006856648
"Veronica catenata" 34.214 0.28125 0.032188889 3.5326349170301 -1.26851132546351 -3.4361339480912
"Thalictrum aquilegiifolium" 34.27 0.675 2 3.53427033588652 -0.393042588109607 0.693147180559945
"Iberis umbellata" 34.32 0.245 1.743 3.53572827461976 -1.40649706843741 0.555607766537884
"Geranium phaeum" 34.37 0.391666667 NA 3.53718409086174 -0.937344140220923 NA
"Ranunculus sardous" 34.41 0.166666667 1.38412 3.53834721980939 -1.79175946722806 0.325064558639111
"Agrostis capillaris" 34.43185051 0.25 0.0641 3.53898202292906 -1.38629436111989 -2.74731091505551
"Ammi majus" 34.44333333 0.395 0.615166667 3.53931546146138 -0.928869514081015 -0.485862044638335
"Silene gallica" 34.5 0.265 0.32874125 3.54095932403731 -1.32802545299591 -1.11248431181396
"Luzula sudetica" 34.555 0.165 0.298 3.54255225754336 -1.80180980508156 -1.21066179247673
"Solanum dulcamara" 34.643 0.866666667 29.89211029 3.54509568502506 -0.143100843256058 3.39759457567719
"Galium aparine" 34.67857143 0.708333333 9.445486667 3.54612195815732 -0.344840486762318 2.24553702604213
"Melampyrum nemorosum" 34.68 NA 6.637777778 3.54616315191234 NA 1.89277723548522
"Ajuga reptans" 34.7 0.161666667 1.46519 3.54673968695281 -1.82221867465091 0.381984926892407
"Tellima grandiflora" 34.7 0.7 0.06825 3.54673968695281 -0.356674943938732 -2.68457784491707
"Glechoma hederacea" 34.7203547 0.27 0.6684 3.54732610575379 -1.30933331998376 -0.402868482260898
"Hordeum murinum" 34.865 0.3075 9.26934026 3.55148346067297 -1.17928019173556 2.22671220768157
"Campanula patula" 34.89 0.275 0.024586667 3.55220025519868 -1.29098418131557 -3.70555097484442
"Dryopteris remota" 34.92 NA NA 3.5530597309714 NA NA
"Cardamine parviflora" 34.935 0.125 0.106 3.55348919200441 -2.07944154167984 -2.24431618487007
"Paris quadrifolia" 35 0.2 119.6368 3.55534806148941 -1.6094379124341 4.78446048649665
"Bromus tectorum" 35.03 0.2575 3.053382 3.5562048372094 -1.35673555887835 1.11624982875554
"Anagallis tenella" 35.1 0.09 0.105083333 3.55820113047182 -2.40794560865187 -2.2530015959773
"Galeopsis speciosa" 35.1 0.441666667 3.321866667 3.55820113047182 -0.817199828475207 1.20052687402198
"Coronopus didymus" 35.15666667 0.191666667 0.509473333 3.55981426371523 -1.65199752511377 -0.674377767237697
"Digitaria sanguinalis" 35.25 0.19 0.97 3.56246552925828 -1.66073120682165 -0.0304592074847086
"Glyceria fluitans" 35.52833921 0.5 1.1985 3.57033066562492 -0.693147180559945 0.181070774892302
"Cephalanthera longifolia" 35.57 0.2275 NA 3.57150258596036 -1.48060504059113 NA
"Holosteum umbellatum" 35.75 0.073333333 0.08 3.57655026914002 -2.61274002584334 -2.52572864430826
"Eragrostis minor" 35.86666667 0.125 0.092 3.57980835915251 -2.07944154167984 -2.3859667019331
"Lamium album" 35.902 0.316666667 1.3449 3.58079300424888 -1.14990558200303 0.296319660847366
"Chenopodium hybridum" 35.90333333 0.38125 1.4102 3.58083014160173 -0.964299951060516 0.343731538302803
"Veronica filiformis" 35.925 0.175 0.278 3.58143343196509 -1.74296930505862 -1.2801341652915
"Chenopodium polyspermum" 35.99745185 0.6875 0.265 3.58344815400651 -0.374693449441411 -1.32802545299591
"Stachys palustris" 35.99913955 0.541666667 1.19455 3.58349503678158 -0.613104472271024 0.177769545425892
"Moehringia trinervia" 36.1 0.175 0.21 3.58629286533884 -1.74296930505862 -1.56064774826467
"Phyteuma orbiculare" 36.1 0.294 0.2065 3.58629286533884 -1.22417551164346 -1.57745486658105
"Scutellaria hastifolia" 36.22 0.25 NA 3.58961145245527 -1.38629436111989 NA
"Cotula coronopifolia" 36.23 0.125 0.0701 3.58988750490699 -2.07944154167984 -2.65783248494159
"Ranunculus aconitifolius" 36.28 0.2 2.690240741 3.59126662524694 -1.6094379124341 0.989630684404867
"Tanacetum parthenium" 36.3 0.29 0.109028571 3.5918177412708 -1.23787435600162 -2.21614531183419
"Jasione montana" 36.39 0.15 0.028960408 3.59429401162407 -1.89711998488588 -3.54182562316607
"Poa annua" 36.43405008 0.085 0.223701579 3.59550377914796 -2.46510402249182 -1.49744235195039
"Carex strigosa" 36.445 0.625 0.5492 3.59580427483418 -0.470003629245736 -0.599292605088321
"Ulmus laevis" 36.46681963 35 8 3.59640279591792 3.55534806148941 2.07944154167984
"Hieracium lactucella" 36.495 0.092 0.1 3.5971752649036 -2.3859667019331 -2.30258509299405
"Centaurea montana" 36.5 0.375 14.87461538 3.59731226058845 -0.980829253011726 2.69965609429068
"Epilobium ciliatum" 36.5125 0.75 0.074090909 3.59765466771386 -0.287682072451781 -2.60246243976664
"Najas marina" 36.52 NA 4.19 3.59786005572677 NA 1.43270073393405
